2022/1/30;12:40;55976552.97
2022/1/30;12:45;56750474.02
2022/1/30;12:50;56925015.58
2022/1/30;12:55;56814605.61
2022/1/30;13:00;56396779.43
2022/1/30;13:05;298410.45
2022/1/30;13:35;56511839.19
2022/1/30;21:45;56739821.87
2022/1/30;21:50;56813251.69
2022/1/30;21:55;56178369.44
2022/1/30;22:00;55452709.88
2022/1/30;22:05;55870915.36
2022/1/30;22:10;57175680.35
